married / was married,couple,any relation,respondent gender,couple gender,interracial couple,respondent age,partner age,education gap,couple salary gap,couple political stability,meeting interface,try app service,relation duration [year],relation quality
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],1.0,I earned more,5.0,meet through friends,,38.5,Good
,no,no,Female,,,[30 -40],,,,,,,,
no,no,yes,Male,hetero couple,no,[30 -40],[20 -30],0.0,I earned more,6.0,meet through friends,,1.42,
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],0.0,We earned about the same amount,6.0,meet through family,,32.0,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],1.0,I earned more,3.0,meet through work,,34.92,Good
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],1.0,I earned more,6.0,,,38.33,Excellent
yes,yes,,Female,hetero couple,yes,[60 -70],[60 -70],1.0,[Partner Name] earned more,6.0,,,37.83,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],1.0,[Partner Name] was not working for pay,6.0,meet through studies,,21.0,Good
yes,yes,,Male,hetero couple,no,[20 -30],[20 -30],3.0,I earned more,5.0,,yes,11.08,Fair
yes,yes,,Male,hetero couple,yes,[20 -30],[20 -30],1.0,I earned more,6.0,,,5.83,Good
no,no,yes,Female,hetero couple,no,[40 -50],[50 -60],2.0,[Partner Name] earned more,,,,2.0,
yes,yes,,Female,hetero couple,no,[90 -100],[90 -100],0.0,We earned about the same amount,6.0,meet through studies,,75.17,Excellent
yes,yes,,Male,hetero couple,yes,[40 -50],[40 -50],0.0,Refused,4.0,,,46.5,Refused
yes,yes,,Female,hetero couple,no,[20 -30],[20 -30],1.0,[Partner Name] earned more,6.0,meet through work,,7.17,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],1.0,[Partner Name] earned more,4.0,meet through friends,,38.33,Excellent
yes,yes,,Male,hetero couple,yes,[30 -40],[30 -40],1.0,I earned more,6.0,meet through family,,21.92,Good
yes,no,yes,Male,hetero couple,no,[60 -70],[40 -50],1.0,[Partner Name] earned more,5.0,meet through family,,,
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],4.0,I earned more,6.0,,,32.33,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],0.0,I earned more,2.0,meet through friends,,24.75,Good
no,no,yes,Female,hetero couple,no,[20 -30],[20 -30],0.0,We earned about the same amount,1.0,meet through studies,,2.0,
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],1.0,[Partner Name] was not working for pay,5.0,meet through studies,,36.83,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],4.0,I earned more,6.0,meet in neighborhood,,30.5,Excellent
yes,yes,,Female,lesbian couple,yes,[40 -50],[40 -50],0.0,[Partner Name] earned more,6.0,meet through internet,,14.83,Excellent
,no,no,Female,,,[20 -30],,,,,,,,
no,no,yes,Male,hetero couple,yes,[20 -30],[20 -30],0.0,[Partner Name] earned more,4.0,meet through internet,,1.58,
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,4.0,meet through friends,,36.08,Excellent
yes,yes,,Male,hetero couple,no,[70 -80],[60 -70],1.0,I earned more,6.0,meet through friends,,38.92,Good
yes,yes,,Female,hetero couple,yes,[40 -50],[40 -50],0.0,I earned more,6.0,meet through work,,18.58,Excellent
,no,no,Male,,,[20 -30],,,,,,,,
yes,yes,,Male,hetero couple,no,[50 -60],[40 -50],6.5,[Partner Name] earned more,5.0,meet through internet,,16.25,Good
no,no,yes,Male,hetero couple,no,[40 -50],[40 -50],4.5,We earned about the same amount,0.0,,,1.25,
yes,yes,,Male,hetero couple,yes,[40 -50],[30 -40],2.0,I earned more,5.0,,,4.08,Very Poor
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],0.0,I earned more,5.0,meet through studies,,54.0,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],0.0,[Partner Name] earned more,5.0,meet through work,,43.0,Excellent
,no,no,Male,,,[20 -30],,,,,,,,
yes,yes,,Male,hetero couple,no,[70 -80],[60 -70],1.0,I earned more,5.0,meet through work,,42.25,Good
yes,yes,,Female,hetero couple,no,[80 -90],,1.0,[Partner Name] earned more,5.0,,,64.08,Refused
yes,no,yes,Male,hetero couple,no,[60 -70],[50 -60],1.0,[Partner Name] earned more,3.0,meet through friends,,,
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],4.0,I earned more,3.0,meet through family,,29.92,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],4.0,We earned about the same amount,6.0,meet through internet,,10.58,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[40 -50],1.0,[Partner Name] earned more,5.0,,,21.75,Good
yes,yes,,Male,hetero couple,no,[60 -70],[50 -60],2.0,I earned more,2.0,,,37.0,Excellent
,yes,,Male,hetero couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,3.0,meet through internet,no,0.0,Fair
yes,yes,,Female,hetero couple,no,[60 -70],[70 -80],4.0,[Partner Name] earned more,5.0,,,41.83,Excellent
yes,yes,,Female,hetero couple,no,[40 -50],[50 -60],3.0,I earned more,5.0,meet through friends,,10.67,Excellent
yes,no,yes,Female,hetero couple,no,[60 -70],,3.0,We earned about the same amount,,meet through friends,,,
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],4.0,[Partner Name] was not working for pay,4.0,meet in neighborhood,,50.0,Good
yes,yes,,Female,hetero couple,no,[60 -70],[50 -60],0.0,We earned about the same amount,5.0,,,30.58,Good
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],2.0,[Partner Name] earned more,5.0,meet through friends,,16.67,Excellent
,yes,,Male,hetero couple,no,[80 -90],[70 -80],3.0,I earned more,5.0,,,0.33,Excellent
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],3.0,[Partner Name] earned more,4.0,,,54.75,Excellent
yes,no,yes,Female,hetero couple,no,[40 -50],[40 -50],1.0,I earned more,5.0,meet through work,,,
yes,no,yes,Male,hetero couple,no,[60 -70],[50 -60],0.0,I earned more,3.0,meet through family,,,
yes,yes,,Female,hetero couple,no,[40 -50],[30 -40],0.0,I earned more,4.0,meet through friends,,8.17,Excellent
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],0.0,I earned more,6.0,meet through studies,,23.83,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],4.0,[Partner Name] earned more,4.0,meet through work,,32.0,Excellent
,no,no,Male,,,[20 -30],,,,,,,,
yes,yes,,Male,hetero couple,no,[70 -80],[60 -70],2.0,[Partner Name] earned more,4.0,,,35.17,Excellent
no,no,yes,Female,hetero couple,no,[20 -30],[40 -50],1.0,I earned more,2.0,meet through studies,,1.17,
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],3.0,I earned more,4.0,,no,41.33,Good
yes,yes,,Male,hetero couple,no,[60 -70],[50 -60],3.0,[Partner Name] earned more,4.0,meet through work,,26.5,Excellent
yes,yes,,Female,hetero couple,no,[80 -90],[80 -90],0.0,[Partner Name] earned more,4.0,meet through friends,,62.92,Excellent
,no,no,Male,,,[20 -30],,,,,,,,
yes,yes,,Male,hetero couple,no,[50 -60],[60 -70],2.0,[Partner Name] was not working for pay,6.0,meet through friends,,27.0,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[60 -70],1.0,I earned more,4.0,meet through friends,,21.33,Excellent
,yes,,Male,hetero couple,no,[60 -70],[60 -70],1.0,I earned more,5.0,,,5.33,Excellent
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],1.0,[Partner Name] earned more,6.0,meet through friends,,54.83,Excellent
,yes,,Female,hetero couple,yes,[40 -50],[30 -40],2.0,[Partner Name] earned more,4.0,meet through studies,no,23.17,Good
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],1.0,I earned more,5.0,,,42.92,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],1.0,We earned about the same amount,4.0,meet in neighborhood,,35.42,Excellent
,yes,,Female,hetero couple,no,[20 -30],[20 -30],0.0,[Partner Name] earned more,5.0,meet through studies,no,5.42,Excellent
yes,yes,,Male,hetero couple,yes,[70 -80],[60 -70],1.0,I earned more,5.0,meet through work,,32.25,Fair
,yes,,Female,lesbian couple,no,[30 -40],[30 -40],0.0,I earned more,5.0,meet through friends,no,4.58,Good
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],1.0,I earned more,6.0,meet through studies,,17.08,Good
,yes,,Male,hetero couple,yes,[20 -30],[20 -30],2.0,[Partner Name] earned more,6.0,meet in neighborhood,,1.08,Good
yes,yes,,Male,hetero couple,no,[50 -60],[40 -50],1.0,I earned more,5.0,meet through internet,,2.58,Excellent
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],0.0,[Partner Name] earned more,6.0,meet in neighborhood,,15.42,Excellent
,yes,,Female,hetero couple,no,[60 -70],[50 -60],1.0,I earned more,3.0,meet through work,,20.42,Excellent
,yes,,Female,hetero couple,yes,[20 -30],[30 -40],0.0,I earned more,6.0,meet through internet,,7.5,Good
yes,yes,,Male,hetero couple,no,[70 -80],[60 -70],1.0,We earned about the same amount,1.0,,,49.75,Good
no,no,yes,Male,hetero couple,yes,[50 -60],[20 -30],2.0,I earned more,1.0,,,2.75,
no,no,yes,Female,lesbian couple,no,[40 -50],[50 -60],1.0,[Partner Name] earned more,6.0,meet through internet,,2.92,
yes,yes,,Female,hetero couple,no,[20 -30],[30 -40],0.0,[Partner Name] earned more,4.0,meet through internet,,2.58,Excellent
,yes,,Female,hetero couple,no,[50 -60],[60 -70],1.0,I earned more,5.0,,,9.33,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[20 -30],2.0,I earned more,4.0,meet through friends,,7.25,Good
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],0.0,[Partner Name] earned more,6.0,meet through work,,26.0,Excellent
,yes,,Male,hetero couple,no,[60 -70],[60 -70],4.0,I earned more,5.0,meet through family,,36.42,Excellent
,yes,,Female,hetero couple,no,[50 -60],[40 -50],1.0,We earned about the same amount,4.0,meet through work,,15.5,Excellent
,yes,,Male,hetero couple,no,[90 -100],[80 -90],4.0,I earned more,5.0,meet through friends,,7.92,Good
yes,yes,,Male,hetero couple,,[50 -60],[50 -60],6.0,I earned more,1.0,,,32.83,Excellent
,yes,,Male,gay male couple,no,[60 -70],[60 -70],0.0,I earned more,6.0,meet through friends,,27.33,Excellent
no,no,yes,Female,hetero couple,no,[20 -30],[20 -30],3.0,I earned more,5.0,meet through work,no,1.75,
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],3.0,[Partner Name] earned more,6.0,meet through studies,,27.25,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],0.0,I earned more,3.0,,,15.33,Good
no,no,yes,Male,gay male couple,no,[60 -70],[60 -70],1.0,We earned about the same amount,6.0,meet through friends,,26.83,
,yes,,Female,hetero couple,no,[20 -30],[20 -30],0.0,We earned about the same amount,6.0,meet through internet,yes,0.0,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],0.0,I earned more,6.0,meet through studies,,34.25,Excellent
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],0.0,We earned about the same amount,6.0,,,51.33,Excellent
yes,yes,,Female,hetero couple,no,[70 -80],[60 -70],1.0,I earned more,6.0,meet through work,,43.83,Good
yes,yes,,Female,hetero couple,no,[20 -30],[20 -30],1.0,[Partner Name] earned more,4.0,meet in neighborhood,,7.75,Excellent
yes,yes,,Male,hetero couple,yes,[50 -60],[50 -60],1.0,[Partner Name] was not working for pay,6.0,meet through work,,15.0,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],6.0,[Partner Name] earned more,4.0,meet through friends,,34.17,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],1.0,[Partner Name] earned more,6.0,meet through studies,,3.0,Excellent
,yes,,Male,gay male couple,yes,[40 -50],[30 -40],3.0,I earned more,6.0,,,16.08,Good
yes,yes,,Male,hetero couple,no,[50 -60],[40 -50],3.0,I earned more,6.0,meet through work,,21.67,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[60 -70],1.0,I earned more,4.0,,,40.42,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[30 -40],3.0,We earned about the same amount,6.0,meet through friends,,6.83,Excellent
yes,no,yes,Female,hetero couple,no,[50 -60],[50 -60],4.0,[Partner Name] earned more,5.0,meet through studies,,,
yes,yes,,Male,hetero couple,no,[80 -90],[70 -80],4.0,We earned about the same amount,5.0,,,29.25,Excellent
no,no,yes,Male,hetero couple,yes,[10 -20],[20 -30],0.0,[Partner Name] earned more,6.0,meet through studies,no,1.08,
yes,yes,,Male,hetero couple,no,[80 -90],[70 -80],3.0,I earned more,6.0,meet through work,,55.75,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],0.0,[Partner Name] earned more,1.0,meet through studies,,22.08,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],1.0,[Partner Name] was not working for pay,6.0,,,18.33,Excellent
yes,yes,,Male,hetero couple,no,[80 -90],[70 -80],0.0,I earned more,6.0,meet in neighborhood,,56.67,Excellent
yes,yes,,Female,hetero couple,yes,[40 -50],[30 -40],1.0,I earned more,6.0,,no,9.0,Very Poor
,no,no,Female,,,[10 -20],,,,,,,,
yes,yes,,Female,hetero couple,no,[30 -40],[40 -50],0.0,[Partner Name] earned more,4.0,,,10.92,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[40 -50],0.0,[Partner Name] earned more,3.0,meet through friends,,17.33,Excellent
yes,yes,,Female,hetero couple,yes,[30 -40],[30 -40],0.0,[Partner Name] earned more,5.0,meet through work,,9.67,Good
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],0.0,[Partner Name] earned more,6.0,meet through work,,33.25,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],1.0,We earned about the same amount,4.0,meet through friends,,27.42,Excellent
,yes,,Male,gay male couple,no,[30 -40],[40 -50],4.0,[Partner Name] earned more,6.0,meet through internet,,0.0,Good
yes,yes,,Male,hetero couple,no,[70 -80],[60 -70],2.0,We earned about the same amount,5.0,meet through studies,,47.17,Excellent
,yes,,Male,hetero couple,yes,[50 -60],[50 -60],0.0,I earned more,6.0,meet through family,,2.42,Excellent
,yes,,Male,hetero couple,no,[50 -60],[40 -50],0.0,I earned more,5.0,,,3.83,Excellent
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],3.0,[Partner Name] was not working for pay,4.0,meet through studies,,50.75,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[50 -60],3.0,[Partner Name] earned more,5.0,,,35.0,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],0.0,[Partner Name] was not working for pay,5.0,meet through work,,46.92,Good
yes,no,yes,Female,hetero couple,no,[70 -80],[80 -90],1.0,[Partner Name] earned more,5.0,,,,
yes,yes,,Male,hetero couple,no,[70 -80],[60 -70],6.0,I earned more,4.0,,,34.08,Good
yes,yes,,Female,hetero couple,yes,[20 -30],[20 -30],0.0,[Partner Name] earned more,4.0,meet through studies,,11.58,Excellent
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],1.0,I earned more,5.0,,,44.92,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],1.0,[Partner Name] earned more,2.0,meet through studies,,14.75,Excellent
,yes,,Female,hetero couple,no,[50 -60],[20 -30],1.0,[Partner Name] earned more,5.0,meet through studies,,7.33,Good
yes,yes,,Male,hetero couple,yes,[60 -70],[50 -60],3.0,We earned about the same amount,4.0,,,10.17,Good
yes,no,yes,Male,hetero couple,no,[70 -80],[70 -80],0.0,We earned about the same amount,4.0,,,,
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],1.0,I earned more,6.0,meet through work,,8.83,Excellent
,yes,,Female,hetero couple,yes,[20 -30],[20 -30],0.0,I earned more,4.0,meet through internet,,1.75,Good
no,no,yes,Male,hetero couple,no,[30 -40],[30 -40],4.0,[Partner Name] earned more,5.0,meet through studies,,0.67,
no,no,yes,Male,hetero couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,6.0,meet through studies,,2.92,
,no,no,Male,,,[20 -30],,,,,,,,
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],0.0,I earned more,5.0,meet through studies,,53.92,Excellent
,yes,,Female,hetero couple,no,[20 -30],[30 -40],0.0,We earned about the same amount,4.0,meet through friends,,5.5,Excellent
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],2.0,[Partner Name] was not working for pay,6.0,meet through friends,,53.92,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],1.0,I earned more,4.0,meet through work,,32.42,Excellent
yes,yes,,Male,hetero couple,no,[80 -90],[80 -90],3.0,I earned more,5.0,meet through studies,,61.67,Good
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],1.0,[Partner Name] earned more,5.0,meet through work,,27.5,Excellent
no,no,yes,Female,hetero couple,,[80 -90],[80 -90],0.0,[Partner Name] earned more,6.0,meet through studies,,,
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],3.0,[Partner Name] earned more,6.0,meet in neighborhood,,21.67,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],0.0,[Partner Name] earned more,5.0,meet through friends,,40.0,Excellent
no,no,yes,Male,gay male couple,yes,[60 -70],[50 -60],0.0,I earned more,5.0,,,1.75,
,yes,,Male,gay male couple,no,[60 -70],[50 -60],2.0,I earned more,4.0,meet through friends,no,19.58,Good
,yes,,Female,lesbian couple,no,[20 -30],[20 -30],3.0,I earned more,5.0,meet through internet,no,0.67,Excellent
yes,yes,,Female,hetero couple,no,[20 -30],[30 -40],2.0,We earned about the same amount,6.0,meet through friends,,8.0,Excellent
,yes,,Female,hetero couple,no,[20 -30],[20 -30],4.0,I earned more,3.0,meet through studies,,1.0,Excellent
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],1.0,I earned more,4.0,meet through studies,no,48.08,Good
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],0.0,[Partner Name] earned more,6.0,meet through studies,,50.25,Good
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],2.0,We earned about the same amount,6.0,,,35.42,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[20 -30],0.0,[Partner Name] earned more,2.0,,,10.0,Excellent
,yes,,Male,gay male couple,no,[50 -60],[20 -30],2.0,I earned more,4.0,meet through internet,no,0.33,Good
,yes,,Male,hetero couple,no,[30 -40],[30 -40],4.0,[Partner Name] earned more,5.0,,yes,0.58,Good
yes,yes,,Female,hetero couple,no,[20 -30],[30 -40],1.0,I earned more,4.0,meet through friends,,11.0,Good
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],0.0,We earned about the same amount,3.0,meet through friends,,51.0,Excellent
no,no,yes,Female,hetero couple,no,[20 -30],[20 -30],4.0,I earned more,3.0,,,1.08,
,yes,,Female,hetero couple,yes,[30 -40],[30 -40],1.0,We earned about the same amount,5.0,meet through work,,6.42,Excellent
yes,yes,,Male,hetero couple,yes,[60 -70],[70 -80],7.0,I earned more,4.0,,,37.75,Good
yes,yes,,Female,lesbian couple,no,[30 -40],[30 -40],3.0,I earned more,4.0,meet through friends,,14.75,Good
yes,yes,,Female,hetero couple,no,[20 -30],[20 -30],1.0,[Partner Name] earned more,1.0,meet through studies,no,3.67,Good
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],6.0,I earned more,2.0,meet in neighborhood,,15.08,Good
yes,yes,,Female,hetero couple,no,[20 -30],[30 -40],0.0,[Partner Name] earned more,4.0,meet through internet,,5.75,Good
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],3.0,[Partner Name] earned more,5.0,meet through work,no,13.83,Excellent
no,no,yes,Male,gay male couple,no,[70 -80],[50 -60],5.0,I earned more,,,,1.0,
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],0.0,[Partner Name] was not working for pay,2.0,meet through friends,no,55.33,Good
,yes,,Female,lesbian couple,no,[40 -50],[20 -30],4.0,I earned more,3.0,,,2.5,Excellent
no,no,yes,Female,hetero couple,no,[20 -30],[30 -40],0.0,[Partner Name] earned more,2.0,meet through work,,4.25,
,yes,,Female,hetero couple,no,[20 -30],[20 -30],0.0,We earned about the same amount,4.0,,,4.0,Good
,yes,,Male,hetero couple,no,[30 -40],[30 -40],1.0,[Partner Name] earned more,5.0,,,9.58,Good
yes,yes,,Male,hetero couple,no,[40 -50],[30 -40],1.0,[Partner Name] earned more,4.0,meet through internet,,8.75,Excellent
,yes,,Female,hetero couple,yes,[20 -30],[20 -30],0.0,I earned more,6.0,,,5.42,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,5.0,meet in neighborhood,,31.58,Good
yes,yes,,Male,hetero couple,no,[50 -60],[60 -70],0.0,I earned more,6.0,,,43.92,Excellent
no,no,yes,Male,hetero couple,yes,[10 -20],[10 -20],1.0,We earned about the same amount,4.0,meet through studies,no,0.0,
yes,yes,,Male,hetero couple,yes,[60 -70],[60 -70],4.0,I earned more,4.0,meet through studies,,39.17,Excellent
,yes,,Female,hetero couple,no,[20 -30],[20 -30],2.0,We earned about the same amount,4.0,meet through internet,,1.08,Fair
